# Gene Family
UNMAPPED
UNGROUPED
UNGROUPED|g__Bacteroides.s__Bacteroides_fragilis_CAG_47
UNGROUPED|g__Bacteroides.s__Bacteroides_intestinalis
UNGROUPED|g__Bacteroides.s__Bacteroides_massiliensis
UNGROUPED|g__Bacteroides.s__Bacteroides_nordii
UNGROUPED|g__Bacteroides.s__Bacteroides_ovatus
UNGROUPED|g__Bacteroides.s__Bacteroides_plebeius
UNGROUPED|g__Bacteroides.s__Bacteroides_plebeius_CAG_211
UNGROUPED|g__Bacteroides.s__Bacteroides_salyersiae
UNGROUPED|g__Bacteroides.s__Bacteroides_sp_CAG_144
UNGROUPED|g__Bacteroides.s__Bacteroides_sp_CAG_530
UNGROUPED|g__Bacteroides.s__Bacteroides_stercoris
UNGROUPED|g__Bacteroides.s__Bacteroides_thetaiotaomicron
UNGROUPED|g__Bacteroides.s__Bacteroides_uniformis
UNGROUPED|g__Bacteroides.s__Bacteroides_uniformis_CAG_3
UNGROUPED|g__Bacteroides.s__Bacteroides_vulgatus
UNGROUPED|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6
UNGROUPED|g__Bacteroides.s__Bacteroides_xylanisolvens
UNGROUPED|g__Barnesiella.s__Barnesiella_intestinihominis
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_adolescentis
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_angulatum
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_animalis
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_bifidum
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_bifidum_CAG_234
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_breve
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_catenulatum
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_dentium
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_longum
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_longum_CAG_69
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum
UNGROUPED|g__Bifidobacterium.s__Bifidobacterium_pullorum
UNGROUPED|g__Bilophila.s__Bilophila_wadsworthia
UNGROUPED|g__Blastocystis.s__Blastocystis_sp_subtype_1
UNGROUPED|g__Blautia.s__Blautia_hansenii
UNGROUPED|g__Blautia.s__Blautia_hydrogenotrophica
UNGROUPED|g__Blautia.s__Blautia_hydrogenotrophica_CAG_147
UNGROUPED|g__Blautia.s__Blautia_obeum
UNGROUPED|g__Blautia.s__Blautia_sp_CAG_257
UNGROUPED|g__Blautia.s__Blautia_wexlerae
UNGROUPED|g__Blautia.s__Ruminococcus_gnavus
UNGROUPED|g__Blautia.s__Ruminococcus_torques
UNGROUPED|g__Brachyspira.s__Brachyspira_pilosicoli
UNGROUPED|g__Brachyspira.s__Brachyspira_sp_CAG_700
UNGROUPED|g__Butyricimonas.s__Butyricimonas_virosa
UNGROUPED|g__Butyrivibrio.s__Butyrivibrio_crossotus
UNGROUPED|g__Butyrivibrio.s__Butyrivibrio_crossotus_CAG_259
UNGROUPED|g__Butyrivibrio.s__Butyrivibrio_sp_CAG_318
UNGROUPED|g__Campylobacter.s__Campylobacter_jejuni
UNGROUPED|g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium
UNGROUPED|g__Candidatus_Gastranaerophilales_unclassified.s__Candidatus_Gastranaerophilales_bacterium_HUM_9
UNGROUPED|g__Catabacter.s__Catabacter_hongkongensis
UNGROUPED|g__Catenibacterium.s__Catenibacterium_mitsuokai
UNGROUPED|g__Christensenella.s__Christensenella_minuta
UNGROUPED|g__Citrobacter.s__Citrobacter_amalonaticus
UNGROUPED|g__Citrobacter.s__Citrobacter_braakii
UNGROUPED|g__Citrobacter.s__Citrobacter_freundii
UNGROUPED|g__Citrobacter.s__Citrobacter_youngae
UNGROUPED|g__Cloacibacillus.s__Cloacibacillus_porcorum
UNGROUPED|g__Clostridiales_unclassified.s__Bacteroides_pectinophilus
UNGROUPED|g__Clostridium.s__Butyribacterium_methylotrophicum
UNGROUPED|g__Clostridium.s__Clostridium_celatum
UNGROUPED|g__Clostridium.s__Clostridium_disporicum
UNGROUPED|g__Clostridium.s__Clostridium_perfringens
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_167
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_242
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_253
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_299
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_411
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_413
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_510
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_58
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_590
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_632
UNGROUPED|g__Clostridium.s__Clostridium_sp_CAG_964
UNGROUPED|g__Clostridium.s__Clostridium_ventriculi
UNGROUPED|g__Comamonas.s__Comamonas_kerstersii
UNGROUPED|g__Coprobacillus.s__Coprobacillus_cateniformis
UNGROUPED|g__Coprobacter.s__Coprobacter_fastidiosus
UNGROUPED|g__Coprobacter.s__Coprobacter_secundus
UNGROUPED|g__Coprococcus.s__Coprococcus_catus
UNGROUPED|g__Coprococcus.s__Coprococcus_comes
UNGROUPED|g__Coprococcus.s__Coprococcus_comes_CAG_19
UNGROUPED|g__Coprococcus.s__Coprococcus_eutactus
UNGROUPED|g__Coprococcus.s__Coprococcus_eutactus_CAG_665
UNGROUPED|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis
UNGROUPED|g__Desulfovibrio.s__Desulfovibrio_piger
UNGROUPED|g__Desulfovibrio.s__Desulfovibrio_sp_An276
UNGROUPED|g__Desulfovibrionaceae_unclassified.s__Desulfovibrionaceae_bacterium
UNGROUPED|g__Dialister.s__Dialister_invisus
UNGROUPED|g__Dialister.s__Dialister_invisus_CAG_218
UNGROUPED|g__Dialister.s__Dialister_sp_CAG_357
UNGROUPED|g__Dielma.s__Dielma_fastidiosa
UNGROUPED|g__Dorea.s__Dorea_formicigenerans
UNGROUPED|g__Dorea.s__Dorea_formicigenerans_CAG_28
UNGROUPED|g__Dorea.s__Dorea_longicatena
UNGROUPED|g__Dorea.s__Dorea_longicatena_CAG_42
UNGROUPED|g__Dorea.s__Dorea_sp_CAG_317
UNGROUPED|g__Eggerthella.s__Eggerthella_lenta
UNGROUPED|g__Eisenbergiella.s__Eisenbergiella_massiliensis
UNGROUPED|g__Eisenbergiella.s__Eisenbergiella_tayi
UNGROUPED|g__Entamoeba.s__Entamoeba_dispar
UNGROUPED|g__Enterobacter.s__Enterobacter_cloacae_complex
UNGROUPED|g__Enterococcus.s__Enterococcus_durans
UNGROUPED|g__Enterococcus.s__Enterococcus_faecalis
UNGROUPED|g__Enterococcus.s__Enterococcus_faecium
UNGROUPED|g__Erysipelatoclostridium.s__Clostridium_innocuum
UNGROUPED|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum
UNGROUPED|g__Escherichia.s__Escherichia_coli
UNGROUPED|g__Eubacterium.s__Eubacterium_callanderi
UNGROUPED|g__Eubacterium.s__Eubacterium_coprostanoligenes
UNGROUPED|g__Eubacterium.s__Eubacterium_eligens
UNGROUPED|g__Eubacterium.s__Eubacterium_eligens_CAG_72
UNGROUPED|g__Eubacterium.s__Eubacterium_hallii
UNGROUPED|g__Eubacterium.s__Eubacterium_hallii_CAG_12
UNGROUPED|g__Eubacterium.s__Eubacterium_limosum
UNGROUPED|g__Eubacterium.s__Eubacterium_ramulus
UNGROUPED|g__Eubacterium.s__Eubacterium_sp_CAG_180
UNGROUPED|g__Eubacterium.s__Eubacterium_sp_CAG_251
UNGROUPED|g__Eubacterium.s__Eubacterium_sp_CAG_274
UNGROUPED|g__Eubacterium.s__Eubacterium_sp_CAG_38
UNGROUPED|g__Eubacterium.s__Eubacterium_sp_CAG_786
UNGROUPED|g__Eubacterium.s__Eubacterium_sp_OM08_24
UNGROUPED|g__Eubacterium.s__Eubacterium_ventriosum
UNGROUPED|g__Faecalibacterium.s__Faecalibacterium_prausnitzii
UNGROUPED|g__Faecalitalea.s__Faecalitalea_cylindroides
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_110
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_145
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_170
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_238
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_534
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_555
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_791
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_83
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_94
UNGROUPED|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_95
UNGROUPED|g__Flavonifractor.s__Flavonifractor_plautii
UNGROUPED|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans
UNGROUPED|g__Fusobacterium.s__Fusobacterium_equinum
UNGROUPED|g__Fusobacterium.s__Fusobacterium_gonidiaformans
UNGROUPED|g__Fusobacterium.s__Fusobacterium_mortiferum
UNGROUPED|g__Fusobacterium.s__Fusobacterium_sp_CAG_439
UNGROUPED|g__Fusobacterium.s__Fusobacterium_ulcerans
UNGROUPED|g__Gardnerella.s__Gardnerella_vaginalis
UNGROUPED|g__Gemmiger.s__Gemmiger_formicilis
UNGROUPED|g__Haemophilus.s__Haemophilus_parainfluenzae
UNGROUPED|g__Haemophilus.s__Haemophilus_pittmaniae
UNGROUPED|g__Haemophilus.s__Haemophilus_sp_HMSC71H05
UNGROUPED|g__Hafnia.s__Hafnia_alvei
UNGROUPED|g__Hafnia.s__Hafnia_paralvei
UNGROUPED|g__Harryflintia.s__Harryflintia_acetispora
UNGROUPED|g__Helicobacter.s__Helicobacter_bilis
UNGROUPED|g__Helicobacter.s__Helicobacter_cinaedi
UNGROUPED|g__Helicobacter.s__Helicobacter_sp_MIT_99_5507
UNGROUPED|g__Holdemanella.s__Holdemanella_biformis
UNGROUPED|g__Holdemania.s__Holdemania_filiformis
UNGROUPED|g__Hungatella.s__Hungatella_hathewayi
UNGROUPED|g__Intestinibacter.s__Intestinibacter_bartlettii
UNGROUPED|g__Intestinimonas.s__Intestinimonas_butyriciproducens
UNGROUPED|g__Klebsiella.s__Klebsiella_aerogenes
UNGROUPED|g__Klebsiella.s__Klebsiella_michiganensis
UNGROUPED|g__Klebsiella.s__Klebsiella_oxytoca
UNGROUPED|g__Klebsiella.s__Klebsiella_pneumoniae
UNGROUPED|g__Klebsiella.s__Klebsiella_quasipneumoniae
UNGROUPED|g__Klebsiella.s__Klebsiella_variicola
UNGROUPED|g__Klebsiella.s__Klebsiella_variicola_CAG_634
UNGROUPED|g__Lachnoclostridium.s__Clostridium_bolteae
UNGROUPED|g__Lachnoclostridium.s__Clostridium_citroniae
UNGROUPED|g__Lachnoclostridium.s__Clostridium_clostridioforme
UNGROUPED|g__Lachnoclostridium.s__Clostridium_hylemonae
UNGROUPED|g__Lachnoclostridium.s__Clostridium_lavalense
UNGROUPED|g__Lachnoclostridium.s__Clostridium_saccharolyticum
UNGROUPED|g__Lachnoclostridium.s__Clostridium_symbiosum
UNGROUPED|g__Lachnoclostridium.s__Lachnoclostridium_sp_An131
UNGROUPED|g__Lachnoclostridium.s__Lachnoclostridium_sp_An138
UNGROUPED|g__Lachnospira.s__Lachnospira_pectinoschiza
UNGROUPED|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale
UNGROUPED|g__Lachnospiraceae_unclassified.s__Lachnospiraceae_bacterium_oral_taxon_096
UNGROUPED|g__Lactobacillus.s__Lactobacillus_acidophilus
UNGROUPED|g__Lactobacillus.s__Lactobacillus_animalis
UNGROUPED|g__Lactobacillus.s__Lactobacillus_apis
UNGROUPED|g__Lactobacillus.s__Lactobacillus_crispatus
UNGROUPED|g__Lactobacillus.s__Lactobacillus_curvatus
UNGROUPED|g__Lactobacillus.s__Lactobacillus_delbrueckii
UNGROUPED|g__Lactobacillus.s__Lactobacillus_fermentum
UNGROUPED|g__Lactobacillus.s__Lactobacillus_gasseri
UNGROUPED|g__Lactobacillus.s__Lactobacillus_gastricus
UNGROUPED|g__Lactobacillus.s__Lactobacillus_helsingborgensis
UNGROUPED|g__Lactobacillus.s__Lactobacillus_kalixensis
UNGROUPED|g__Lactobacillus.s__Lactobacillus_kefiranofaciens
UNGROUPED|g__Lactobacillus.s__Lactobacillus_kefiri
UNGROUPED|g__Lactobacillus.s__Lactobacillus_mucosae
UNGROUPED|g__Lactobacillus.s__Lactobacillus_oris
UNGROUPED|g__Lactobacillus.s__Lactobacillus_paragasseri
UNGROUPED|g__Lactobacillus.s__Lactobacillus_rhamnosus
UNGROUPED|g__Lactobacillus.s__Lactobacillus_ruminis
UNGROUPED|g__Lactobacillus.s__Lactobacillus_ruminis_CAG_367
UNGROUPED|g__Lactobacillus.s__Lactobacillus_sakei
UNGROUPED|g__Lactobacillus.s__Lactobacillus_salivarius
UNGROUPED|g__Lactobacillus.s__Lactobacillus_vaginalis
UNGROUPED|g__Lactococcus.s__Lactococcus_garvieae
UNGROUPED|g__Lactococcus.s__Lactococcus_lactis
UNGROUPED|g__Lactococcus.s__Lactococcus_petauri
UNGROUPED|g__Lactococcus.s__Lactococcus_raffinolactis
UNGROUPED|g__Lawsonibacter.s__Lawsonibacter_asaccharolyticus
UNGROUPED|g__Leuconostoc.s__Leuconostoc_mesenteroides
UNGROUPED|g__Massiliomicrobiota.s__Massiliomicrobiota_timonensis
UNGROUPED|g__Megamonas.s__Megamonas_funiformis
UNGROUPED|g__Megamonas.s__Megamonas_funiformis_CAG_377
UNGROUPED|g__Megamonas.s__Megamonas_hypermegale
UNGROUPED|g__Megasphaera.s__Megasphaera_elsdenii
UNGROUPED|g__Megasphaera.s__Megasphaera_hexanoica
UNGROUPED|g__Megasphaera.s__Megasphaera_sp_DISK_18
UNGROUPED|g__Methanobrevibacter.s__Methanobrevibacter_smithii
UNGROUPED|g__Methanobrevibacter.s__Methanobrevibacter_smithii_CAG_186
UNGROUPED|g__Methanosphaera.s__Methanosphaera_stadtmanae
UNGROUPED|g__Mitsuokella.s__Mitsuokella_jalaludinii
UNGROUPED|g__Mitsuokella.s__Mitsuokella_multacida
UNGROUPED|g__Monoglobus.s__Monoglobus_pectinilyticus
UNGROUPED|g__Mycoplasma.s__Mycoplasma_hominis
UNGROUPED|g__Odoribacter.s__Odoribacter_laneus
UNGROUPED|g__Odoribacter.s__Odoribacter_laneus_CAG_561
UNGROUPED|g__Oscillibacter.s__Oscillibacter_sp_CAG_241
UNGROUPED|g__Parabacteroides.s__Parabacteroides_distasonis
UNGROUPED|g__Parabacteroides.s__Parabacteroides_goldsteinii
UNGROUPED|g__Parabacteroides.s__Parabacteroides_johnsonii
UNGROUPED|g__Parabacteroides.s__Parabacteroides_merdae
UNGROUPED|g__Parabacteroides.s__Parabacteroides_sp_CAG_409
UNGROUPED|g__Paraprevotella.s__Paraprevotella_clara
UNGROUPED|g__Paraprevotella.s__Paraprevotella_clara_CAG_116
UNGROUPED|g__Paraprevotella.s__Paraprevotella_xylaniphila
UNGROUPED|g__Parasutterella.s__Parasutterella_excrementihominis
UNGROUPED|g__Parvimonas.s__Parvimonas_sp_KA00067
UNGROUPED|g__Pediococcus.s__Pediococcus_pentosaceus
UNGROUPED|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium
UNGROUPED|g__Phascolarctobacterium.s__Phascolarctobacterium_sp_CAG_266
UNGROUPED|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens
UNGROUPED|g__Porphyromonas.s__Porphyromonas_endodontalis
UNGROUPED|g__Porphyromonas.s__Porphyromonas_uenonis
UNGROUPED|g__Prevotella.s__Prevotella_bivia
UNGROUPED|g__Prevotella.s__Prevotella_buccalis
UNGROUPED|g__Prevotella.s__Prevotella_copri
UNGROUPED|g__Prevotella.s__Prevotella_copri_CAG_164
UNGROUPED|g__Prevotella.s__Prevotella_corporis
UNGROUPED|g__Prevotella.s__Prevotella_disiens
UNGROUPED|g__Prevotella.s__Prevotella_sp_885
UNGROUPED|g__Prevotella.s__Prevotella_sp_AM42_24
UNGROUPED|g__Prevotella.s__Prevotella_sp_CAG_1092
UNGROUPED|g__Prevotella.s__Prevotella_sp_CAG_1185
UNGROUPED|g__Prevotella.s__Prevotella_sp_CAG_279
UNGROUPED|g__Prevotella.s__Prevotella_sp_CAG_485
UNGROUPED|g__Prevotella.s__Prevotella_sp_CAG_520
UNGROUPED|g__Prevotella.s__Prevotella_sp_CAG_5226
UNGROUPED|g__Prevotella.s__Prevotella_sp_CAG_873
UNGROUPED|g__Prevotella.s__Prevotella_stercorea
UNGROUPED|g__Prevotella.s__Prevotella_stercorea_CAG_629
UNGROUPED|g__Prevotella.s__Prevotella_timonensis
UNGROUPED|g__Propionibacterium.s__Propionibacterium_freudenreichii
UNGROUPED|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139
UNGROUPED|g__Pseudoflavonifractor.s__Pseudoflavonifractor_sp_An184
UNGROUPED|g__Pyramidobacter.s__Pyramidobacter_piscolens
UNGROUPED|g__Ralstonia.s__Ralstonia_pickettii
UNGROUPED|g__Raoultella.s__Raoultella_planticola
UNGROUPED|g__Romboutsia.s__Romboutsia_ilealis
UNGROUPED|g__Roseburia.s__Roseburia_faecis
UNGROUPED|g__Roseburia.s__Roseburia_hominis
UNGROUPED|g__Roseburia.s__Roseburia_intestinalis
UNGROUPED|g__Roseburia.s__Roseburia_intestinalis_CAG_13
UNGROUPED|g__Roseburia.s__Roseburia_inulinivorans
UNGROUPED|g__Roseburia.s__Roseburia_inulinivorans_CAG_15
UNGROUPED|g__Roseburia.s__Roseburia_sp_CAG_182
UNGROUPED|g__Roseburia.s__Roseburia_sp_CAG_303
UNGROUPED|g__Roseburia.s__Roseburia_sp_CAG_309
UNGROUPED|g__Roseburia.s__Roseburia_sp_CAG_471
UNGROUPED|g__Rothia.s__Rothia_mucilaginosa
UNGROUPED|g__Ruminococcaceae_unclassified.s__Clostridium_leptum
UNGROUPED|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum
UNGROUPED|g__Ruminococcaceae_unclassified.s__Ruminococcaceae_bacterium_D5
UNGROUPED|g__Ruminococcus.s__Ruminococcus_bicirculans
UNGROUPED|g__Ruminococcus.s__Ruminococcus_bromii
UNGROUPED|g__Ruminococcus.s__Ruminococcus_callidus
UNGROUPED|g__Ruminococcus.s__Ruminococcus_lactaris
UNGROUPED|g__Ruminococcus.s__Ruminococcus_sp_CAG_330
UNGROUPED|g__Ruminococcus.s__Ruminococcus_sp_CAG_403
UNGROUPED|g__Ruminococcus.s__Ruminococcus_sp_CAG_488
UNGROUPED|g__Ruminococcus.s__Ruminococcus_sp_CAG_563
UNGROUPED|g__Ruminococcus.s__Ruminococcus_sp_CAG_624
UNGROUPED|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans
UNGROUPED|g__Sanguibacteroides.s__Sanguibacteroides_justesenii
UNGROUPED|g__Scardovia.s__Scardovia_wiggsiae
UNGROUPED|g__Sellimonas.s__Sellimonas_intestinalis
UNGROUPED|g__Sneathia.s__Sneathia_amnii
UNGROUPED|g__Streptococcus.s__Streptococcus_anginosus_group
UNGROUPED|g__Streptococcus.s__Streptococcus_australis
UNGROUPED|g__Streptococcus.s__Streptococcus_cristatus
UNGROUPED|g__Streptococcus.s__Streptococcus_gordonii
UNGROUPED|g__Streptococcus.s__Streptococcus_infantis
UNGROUPED|g__Streptococcus.s__Streptococcus_lutetiensis
UNGROUPED|g__Streptococcus.s__Streptococcus_mitis
UNGROUPED|g__Streptococcus.s__Streptococcus_mutans
UNGROUPED|g__Streptococcus.s__Streptococcus_oralis
UNGROUPED|g__Streptococcus.s__Streptococcus_parasanguinis
UNGROUPED|g__Streptococcus.s__Streptococcus_pasteurianus
UNGROUPED|g__Streptococcus.s__Streptococcus_salivarius
UNGROUPED|g__Streptococcus.s__Streptococcus_salivarius_CAG_79
UNGROUPED|g__Streptococcus.s__Streptococcus_sanguinis
UNGROUPED|g__Streptococcus.s__Streptococcus_sp_A12
UNGROUPED|g__Streptococcus.s__Streptococcus_sp_F0442
UNGROUPED|g__Streptococcus.s__Streptococcus_thermophilus
UNGROUPED|g__Streptococcus.s__Streptococcus_thermophilus_CAG_236
UNGROUPED|g__Streptococcus.s__Streptococcus_vestibularis
UNGROUPED|g__Succinatimonas.s__Succinatimonas_hippei
UNGROUPED|g__Treponema.s__Treponema_succinifaciens
UNGROUPED|g__Turicibacter.s__Turicibacter_sanguinis
UNGROUPED|g__Tyzzerella.s__Tyzzerella_nexilis
UNGROUPED|g__Veillonella.s__Veillonella_atypica
UNGROUPED|g__Veillonella.s__Veillonella_dispar
UNGROUPED|g__Veillonella.s__Veillonella_infantium
UNGROUPED|g__Veillonella.s__Veillonella_parvula
UNGROUPED|g__Veillonella.s__Veillonella_rogosae
UNGROUPED|g__Veillonella.s__Veillonella_tobetsuensis
UNGROUPED|g__Victivallis.s__Victivallis_vadensis
UNGROUPED|g__Weissella.s__Weissella_cibaria
UNGROUPED|g__Weissella.s__Weissella_confusa
UNGROUPED|unclassified
K00001
K00001|g__Acidaminococcus.s__Acidaminococcus_fermentans
K00001|g__Bifidobacterium.s__Bifidobacterium_bifidum
K00001|g__Bifidobacterium.s__Bifidobacterium_longum
K00001|g__Eggerthella.s__Eggerthella_lenta
K00001|g__Lactobacillus.s__Lactobacillus_gasseri
K00001|g__Lactobacillus.s__Lactobacillus_paragasseri
K00001|g__Megasphaera.s__Megasphaera_elsdenii
K00001|unclassified
K00002
K00002|g__Blautia.s__Blautia_obeum
K00002|g__Blautia.s__Blautia_sp_CAG_257
K00002|unclassified
K00003
K00003|g__Alistipes.s__Alistipes_timonensis
K00003|g__Anaerostipes.s__Anaerostipes_hadrus
K00003|g__Bifidobacterium.s__Bifidobacterium_animalis
K00003|g__Brachyspira.s__Brachyspira_pilosicoli
K00003|g__Coprococcus.s__Coprococcus_eutactus
K00003|g__Coprococcus.s__Coprococcus_eutactus_CAG_665
K00003|g__Eggerthella.s__Eggerthella_lenta
K00003|g__Eubacterium.s__Eubacterium_eligens
K00003|g__Eubacterium.s__Eubacterium_eligens_CAG_72
K00003|g__Eubacterium.s__Eubacterium_hallii
K00003|g__Helicobacter.s__Helicobacter_cinaedi
K00003|g__Intestinimonas.s__Intestinimonas_butyriciproducens
K00003|g__Lactobacillus.s__Lactobacillus_ruminis
K00003|g__Lactobacillus.s__Lactobacillus_ruminis_CAG_367
K00003|g__Roseburia.s__Roseburia_intestinalis
K00003|g__Roseburia.s__Roseburia_intestinalis_CAG_13
K00003|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum
K00003|g__Streptococcus.s__Streptococcus_australis
K00003|g__Streptococcus.s__Streptococcus_gordonii
K00003|g__Streptococcus.s__Streptococcus_mutans
K00003|g__Streptococcus.s__Streptococcus_parasanguinis
K00003|g__Veillonella.s__Veillonella_dispar
K00003|g__Veillonella.s__Veillonella_infantium
K00003|g__Veillonella.s__Veillonella_parvula
K00003|g__Veillonella.s__Veillonella_rogosae
K00003|unclassified
K00004
K00004|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis
K00004|unclassified
K00005
K00005|g__Acidaminococcus.s__Acidaminococcus_fermentans
K00005|g__Blautia.s__Ruminococcus_torques
K00005|g__Brachyspira.s__Brachyspira_pilosicoli
K00005|g__Citrobacter.s__Citrobacter_braakii
K00005|g__Citrobacter.s__Citrobacter_freundii
K00005|g__Citrobacter.s__Citrobacter_youngae
K00005|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis
K00005|g__Enterobacter.s__Enterobacter_cloacae_complex
K00005|g__Escherichia.s__Escherichia_coli
K00005|g__Eubacterium.s__Eubacterium_hallii
K00005|g__Eubacterium.s__Eubacterium_hallii_CAG_12
K00005|g__Flavonifractor.s__Flavonifractor_plautii
K00005|g__Intestinimonas.s__Intestinimonas_butyriciproducens
K00005|g__Megasphaera.s__Megasphaera_elsdenii
K00005|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum
K00005|g__Ruminococcus.s__Ruminococcus_bicirculans
K00005|g__Streptococcus.s__Streptococcus_gordonii
K00005|g__Streptococcus.s__Streptococcus_mutans
K00005|unclassified
K00007
K00007|g__Klebsiella.s__Klebsiella_aerogenes
K00008
K00008|g__Anaerostipes.s__Anaerostipes_hadrus
K00008|g__Blautia.s__Ruminococcus_torques
K00008|g__Brachyspira.s__Brachyspira_pilosicoli
K00008|g__Flavonifractor.s__Flavonifractor_plautii
